caseid,task,user,end_timestamp,start_timestamp
request for payment 182756,Request Payment,SYSTEM,2018-11-14 12:38:03+00:00,2018-11-14 11:47:03+00:00
request for payment 182386,Request Payment,SYSTEM,2018-11-14 12:29:15+00:00,2018-11-14 11:51:15+00:00
request for payment 183352,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-14 12:57:11+00:00,2018-11-14 12:07:11+00:00
request for payment 183352,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-14 13:04:27+00:00,2018-11-14 12:08:27+00:00
request for payment 184323,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-14 12:53:30+00:00,2018-11-14 12:09:30+00:00
request for payment 184323,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018-11-14 12:56:32+00:00,2018-11-14 12:09:32+00:00
request for payment 183761,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-14 12:56:19+00:00,2018-11-14 12:14:19+00:00
request for payment 183352,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-11-14 13:16:57+00:00,2018-11-14 12:41:57+00:00
request for payment 175130,Request Payment,SYSTEM,2018-11-14 13:49:57+00:00,2018-11-14 12:49:57+00:00
request for payment 181739,Request Payment,SYSTEM,2018-11-14 13:44:19+00:00,2018-11-14 12:50:19+00:00
request for payment 177418,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018-11-14 13:26:54+00:00,2018-11-14 12:55:54+00:00
request for payment 183975,Request For Payment REJECTED by SUPERVISOR,STAFF MEMBER,2018-11-14 14:10:05+00:00,2018-11-14 13:13:05+00:00
request for payment 184297,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-11-14 14:01:52+00:00,2018-11-14 13:15:52+00:00
request for payment 183961,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018-11-14 14:36:46+00:00,2018-11-14 13:36:46+00:00
request for payment 183280,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-11-14 14:37:19+00:00,2018-11-14 13:38:19+00:00
request for payment 181759,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-11-14 14:15:56+00:00,2018-11-14 13:40:56+00:00
request for payment 183730,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-11-14 14:41:52+00:00,2018-11-14 13:41:52+00:00
request for payment 175142,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-11-14 14:37:40+00:00,2018-11-14 13:42:40+00:00
request for payment 173494,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-11-14 14:28:56+00:00,2018-11-14 13:43:56+00:00
request for payment 183323,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-11-14 14:32:21+00:00,2018-11-14 13:52:21+00:00
request for payment 173744,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-14 14:43:57+00:00,2018-11-14 13:57:57+00:00
request for payment 183946,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-11-14 14:38:13+00:00,2018-11-14 13:58:13+00:00
request for payment 173744,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-14 14:33:45+00:00,2018-11-14 13:58:45+00:00
request for payment 175153,Request Payment,SYSTEM,2018-11-14 15:02:58+00:00,2018-11-14 14:03:58+00:00
request for payment 172119,Request Payment,SYSTEM,2018-11-14 15:15:22+00:00,2018-11-14 14:32:22+00:00
request for payment 183767,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-14 16:21:14+00:00,2018-11-14 15:34:14+00:00
request for payment 183767,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-14 16:26:20+00:00,2018-11-14 15:34:20+00:00
request for payment 183772,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-14 16:21:18+00:00,2018-11-14 15:41:18+00:00
request for payment 183772,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-14 16:40:06+00:00,2018-11-14 15:42:06+00:00
request for payment 184308,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-14 17:01:56+00:00,2018-11-14 16:29:56+00:00
request for payment 184308,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-14 17:05:11+00:00,2018-11-14 16:30:11+00:00
request for payment 173512,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-14 18:04:04+00:00,2018-11-14 17:10:04+00:00
request for payment 173512,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-14 18:10:32+00:00,2018-11-14 17:10:32+00:00
request for payment 183136,Request Payment,SYSTEM,2018-11-14 18:52:10+00:00,2018-11-14 18:20:10+00:00
request for payment 183285,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-11-14 20:06:26+00:00,2018-11-14 19:17:26+00:00
request for payment 184332,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-14 22:09:51+00:00,2018-11-14 21:18:51+00:00
request for payment 184332,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-14 22:19:04+00:00,2018-11-14 21:19:04+00:00
request for payment 182896,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-11-15 05:03:25+00:00,2018-11-15 04:15:25+00:00
request for payment 173115,Request Payment,SYSTEM,2018-11-15 06:40:40+00:00,2018-11-15 05:54:40+00:00
request for payment 173751,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-15 07:00:05+00:00,2018-11-15 06:10:05+00:00
request for payment 173751,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018-11-15 06:52:13+00:00,2018-11-15 06:11:13+00:00
request for payment 183777,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-15 07:21:53+00:00,2018-11-15 06:45:53+00:00
request for payment 183777,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-15 07:43:02+00:00,2018-11-15 06:46:02+00:00
request for payment 173051,Request Payment,SYSTEM,2018-11-15 07:17:17+00:00,2018-11-15 06:46:17+00:00
request for payment 183573,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-11-15 07:23:20+00:00,2018-11-15 06:48:20+00:00
request for payment 183579,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-11-15 07:47:20+00:00,2018-11-15 06:48:20+00:00
request for payment 177407,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-11-15 07:48:41+00:00,2018-11-15 06:50:41+00:00
request for payment 183702,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-11-15 07:39:09+00:00,2018-11-15 06:51:09+00:00
request for payment 183300,Request Payment,SYSTEM,2018-11-15 07:41:37+00:00,2018-11-15 06:53:37+00:00
request for payment 183346,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-11-15 07:50:22+00:00,2018-11-15 06:57:22+00:00
request for payment 183323,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-11-15 07:41:16+00:00,2018-11-15 07:08:16+00:00
request for payment 173075,Request Payment,SYSTEM,2018-11-15 07:54:43+00:00,2018-11-15 07:09:43+00:00
request for payment 182738,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-11-15 08:00:44+00:00,2018-11-15 07:09:44+00:00
request for payment 183730,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-11-15 08:03:48+00:00,2018-11-15 07:09:48+00:00
request for payment 183708,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-11-15 08:05:44+00:00,2018-11-15 07:17:44+00:00
request for payment 177413,Request Payment,SYSTEM,2018-11-15 08:05:37+00:00,2018-11-15 07:22:37+00:00
request for payment 175114,Request Payment,SYSTEM,2018-11-15 08:25:12+00:00,2018-11-15 07:25:12+00:00
request for payment 183323,Request Payment,SYSTEM,2018-11-15 08:13:52+00:00,2018-11-15 07:31:52+00:00
request for payment 183346,Request Payment,SYSTEM,2018-11-15 08:27:45+00:00,2018-11-15 07:50:45+00:00
request for payment 172485,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-11-15 08:55:45+00:00,2018-11-15 07:56:45+00:00
request for payment 183902,Request Payment,SYSTEM,2018-11-15 08:35:30+00:00,2018-11-15 07:57:30+00:00
request for payment 172151,Request Payment,SYSTEM,2018-11-15 08:47:31+00:00,2018-11-15 07:58:31+00:00
request for payment 183285,Request Payment,SYSTEM,2018-11-15 08:32:07+00:00,2018-11-15 08:00:07+00:00
request for payment 173483,Request Payment,SYSTEM,2018-11-15 08:47:57+00:00,2018-11-15 08:07:57+00:00
request for payment 182794,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-11-15 08:50:56+00:00,2018-11-15 08:08:56+00:00
request for payment 184337,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-15 08:58:06+00:00,2018-11-15 08:24:06+00:00
request for payment 184337,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-15 09:29:04+00:00,2018-11-15 08:29:04+00:00
request for payment 183740,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-11-15 09:20:32+00:00,2018-11-15 08:30:32+00:00
request for payment 184317,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-11-15 09:24:45+00:00,2018-11-15 08:32:45+00:00
request for payment 173517,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-15 09:24:57+00:00,2018-11-15 08:32:57+00:00
request for payment 175142,Request Payment,SYSTEM,2018-11-15 09:19:17+00:00,2018-11-15 08:33:17+00:00
request for payment 173517,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-15 09:17:29+00:00,2018-11-15 08:33:29+00:00
request for payment 184308,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-11-15 09:21:39+00:00,2018-11-15 08:33:39+00:00
request for payment 183352,Request Payment,SYSTEM,2018-11-15 09:31:32+00:00,2018-11-15 08:35:32+00:00
request for payment 172156,Request Payment,SYSTEM,2018-11-15 09:37:51+00:00,2018-11-15 08:39:51+00:00
request for payment 173751,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018-11-15 09:22:19+00:00,2018-11-15 08:43:19+00:00
request for payment 183754,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-11-15 09:29:17+00:00,2018-11-15 08:46:17+00:00
request for payment 173751,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-15 09:43:50+00:00,2018-11-15 08:53:50+00:00
request for payment 173751,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-15 09:37:52+00:00,2018-11-15 08:53:52+00:00
request for payment 172475,Request Payment,SYSTEM,2018-11-15 09:54:55+00:00,2018-11-15 08:59:55+00:00
request for payment 172480,Request Payment,SYSTEM,2018-11-15 09:55:55+00:00,2018-11-15 08:59:55+00:00
request for payment 183975,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018-11-15 10:04:07+00:00,2018-11-15 09:09:07+00:00
request for payment 183782,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-15 10:09:45+00:00,2018-11-15 09:15:45+00:00
request for payment 183782,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-15 10:12:48+00:00,2018-11-15 09:19:48+00:00
request for payment 183312,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-11-15 09:57:40+00:00,2018-11-15 09:20:40+00:00
request for payment 183312,Request Payment,SYSTEM,2018-11-15 10:00:41+00:00,2018-11-15 09:20:41+00:00
request for payment 184297,Request Payment,SYSTEM,2018-11-15 10:33:57+00:00,2018-11-15 09:37:57+00:00
request for payment 172491,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-15 10:44:53+00:00,2018-11-15 09:44:53+00:00
request for payment 172491,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-15 10:35:53+00:00,2018-11-15 09:46:53+00:00
request for payment 183975,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-15 10:39:19+00:00,2018-11-15 09:58:19+00:00
request for payment 183975,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-15 10:36:33+00:00,2018-11-15 09:58:33+00:00
request for payment 172112,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-11-15 11:06:47+00:00,2018-11-15 10:28:47+00:00
request for payment 183280,Request Payment,SYSTEM,2018-11-15 11:20:16+00:00,2018-11-15 10:29:16+00:00
request for payment 175098,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-11-15 11:09:33+00:00,2018-11-15 10:33:33+00:00
request for payment 173523,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-15 11:17:42+00:00,2018-11-15 10:33:42+00:00
request for payment 173523,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018-11-15 11:31:50+00:00,2018-11-15 10:33:50+00:00
request for payment 173531,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-15 11:17:08+00:00,2018-11-15 10:38:08+00:00
request for payment 173531,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-15 11:28:10+00:00,2018-11-15 10:38:10+00:00
request for payment 183720,Request Payment,SYSTEM,2018-11-15 11:20:39+00:00,2018-11-15 10:40:39+00:00
request for payment 183896,Request Payment,SYSTEM,2018-11-15 11:37:04+00:00,2018-11-15 10:51:04+00:00
request for payment 183890,Request Payment,SYSTEM,2018-11-15 11:47:05+00:00,2018-11-15 10:51:05+00:00
request for payment 183730,Request Payment,SYSTEM,2018-11-15 11:46:38+00:00,2018-11-15 10:51:38+00:00
request for payment 173537,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-15 12:02:18+00:00,2018-11-15 11:17:18+00:00
request for payment 173537,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-15 11:52:26+00:00,2018-11-15 11:17:26+00:00
request for payment 184342,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-15 13:05:20+00:00,2018-11-15 12:09:20+00:00
request for payment 184342,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-15 12:58:01+00:00,2018-11-15 12:11:01+00:00
request for payment 184347,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-15 13:02:22+00:00,2018-11-15 12:27:22+00:00
request for payment 184347,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018-11-15 13:23:38+00:00,2018-11-15 12:27:38+00:00
request for payment 183975,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-11-15 13:24:15+00:00,2018-11-15 12:29:15+00:00
request for payment 183767,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-11-15 13:25:19+00:00,2018-11-15 12:31:19+00:00
request for payment 175158,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-15 13:37:12+00:00,2018-11-15 12:39:12+00:00
request for payment 175158,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-15 13:24:22+00:00,2018-11-15 12:39:22+00:00
request for payment 184351,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-15 13:39:47+00:00,2018-11-15 12:49:47+00:00
request for payment 184351,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-15 13:36:53+00:00,2018-11-15 12:49:53+00:00
request for payment 173512,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-11-15 13:35:37+00:00,2018-11-15 12:57:37+00:00
request for payment 172124,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-11-15 13:33:29+00:00,2018-11-15 12:58:29+00:00
request for payment 182772,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-11-15 13:35:04+00:00,2018-11-15 13:00:04+00:00
request for payment 183736,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018-11-15 13:43:34+00:00,2018-11-15 13:11:34+00:00
request for payment 172497,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-15 13:53:00+00:00,2018-11-15 13:21:00+00:00
request for payment 172497,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-15 14:10:03+00:00,2018-11-15 13:21:03+00:00
request for payment 173542,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-15 14:49:54+00:00,2018-11-15 13:53:54+00:00
request for payment 173542,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-15 14:24:57+00:00,2018-11-15 13:53:57+00:00
request for payment 173488,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-11-15 14:53:54+00:00,2018-11-15 13:56:54+00:00
request for payment 175136,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-11-15 14:49:51+00:00,2018-11-15 13:57:51+00:00
request for payment 184356,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-15 14:49:07+00:00,2018-11-15 13:59:07+00:00
request for payment 184304,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018-11-15 14:46:11+00:00,2018-11-15 13:59:11+00:00
request for payment 183697,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-11-15 14:59:23+00:00,2018-11-15 14:00:23+00:00
request for payment 173744,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-11-15 14:40:53+00:00,2018-11-15 14:01:53+00:00
request for payment 184356,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-15 14:37:56+00:00,2018-11-15 14:01:56+00:00
request for payment 184337,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-11-15 14:39:41+00:00,2018-11-15 14:03:41+00:00
request for payment 173547,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-15 14:58:52+00:00,2018-11-15 14:03:52+00:00
request for payment 173547,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-15 14:40:58+00:00,2018-11-15 14:03:58+00:00
request for payment 173517,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-11-15 14:43:26+00:00,2018-11-15 14:04:26+00:00
request for payment 184342,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-11-15 14:52:22+00:00,2018-11-15 14:05:22+00:00
request for payment 183761,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-11-15 15:03:43+00:00,2018-11-15 14:06:43+00:00
request for payment 183782,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-11-15 15:00:41+00:00,2018-11-15 14:07:41+00:00
request for payment 182866,Request Payment,SYSTEM,2018-11-15 14:49:45+00:00,2018-11-15 14:08:45+00:00
request for payment 173554,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-15 15:04:51+00:00,2018-11-15 14:08:51+00:00
request for payment 173554,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-15 14:43:27+00:00,2018-11-15 14:09:27+00:00
request for payment 173531,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-11-15 14:59:52+00:00,2018-11-15 14:09:52+00:00
request for payment 184347,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018-11-15 14:46:13+00:00,2018-11-15 14:14:13+00:00
request for payment 172497,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-11-15 15:13:45+00:00,2018-11-15 14:18:45+00:00
request for payment 182876,Request Payment,SYSTEM,2018-11-15 15:21:11+00:00,2018-11-15 14:27:11+00:00
request for payment 181765,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-15 15:45:09+00:00,2018-11-15 15:08:09+00:00
request for payment 181765,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-15 15:48:53+00:00,2018-11-15 15:08:53+00:00
request for payment 182738,Request Payment,SYSTEM,2018-11-15 16:27:19+00:00,2018-11-15 15:32:19+00:00
request for payment 173523,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018-11-15 16:33:18+00:00,2018-11-15 15:39:18+00:00
request for payment 173028,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-15 16:45:16+00:00,2018-11-15 15:51:16+00:00
request for payment 175453,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-15 16:35:51+00:00,2018-11-15 16:05:51+00:00
request for payment 175453,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-15 16:36:56+00:00,2018-11-15 16:05:56+00:00
request for payment 175459,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-11-15 17:04:58+00:00,2018-11-15 16:12:58+00:00
request for payment 175459,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-11-15 17:08:01+00:00,2018-11-15 16:13:01+00:00
request for payment 182789,Payment Handled,SYSTEM,2018-11-15 17:30:20+00:00,2018-11-15 16:31:20+00:00
request for payment 183181,Payment Handled,SYSTEM,2018-11-15 17:20:20+00:00,2018-11-15 16:31:20+00:00
request for payment 173692,Payment Handled,SYSTEM,2018-11-15 17:20:20+00:00,2018-11-15 16:31:20+00:00
request for payment 173057,Payment Handled,SYSTEM,2018-11-15 17:20:20+00:00,2018-11-15 16:31:20+00:00
request for payment 183380,Payment Handled,SYSTEM,2018-11-15 17:20:20+00:00,2018-11-15 16:31:20+00:00
request for payment 183915,Payment Handled,SYSTEM,2018-11-15 17:14:20+00:00,2018-11-15 16:31:20+00:00
request for payment 182305,Payment Handled,SYSTEM,2018-11-15 17:23:20+00:00,2018-11-15 16:31:20+00:00
request for payment 183497,Payment Handled,SYSTEM,2018-11-15 17:09:20+00:00,2018-11-15 16:31:20+00:00
request for payment 183953,Payment Handled,SYSTEM,2018-11-15 17:06:20+00:00,2018-11-15 16:31:20+00:00
request for payment 183925,Payment Handled,SYSTEM,2018-11-15 17:13:20+00:00,2018-11-15 16:31:20+00:00
request for payment 182840,Payment Handled,SYSTEM,2018-11-15 17:06:20+00:00,2018-11-15 16:31:20+00:00
request for payment 173109,Payment Handled,SYSTEM,2018-11-15 17:24:20+00:00,2018-11-15 16:31:20+00:00
request for payment 182778,Payment Handled,SYSTEM,2018-11-15 17:09:20+00:00,2018-11-15 16:31:20+00:00
request for payment 175130,Payment Handled,SYSTEM,2018-11-15 17:09:20+00:00,2018-11-15 16:31:20+00:00
request for payment 183176,Payment Handled,SYSTEM,2018-11-15 17:05:20+00:00,2018-11-15 16:31:20+00:00
request for payment 172470,Payment Handled,SYSTEM,2018-11-15 17:03:20+00:00,2018-11-15 16:31:20+00:00
request for payment 183329,Payment Handled,SYSTEM,2018-11-15 17:05:20+00:00,2018-11-15 16:31:20+00:00
request for payment 183548,Payment Handled,SYSTEM,2018-11-15 17:02:20+00:00,2018-11-15 16:31:20+00:00
request for payment 183234,Payment Handled,SYSTEM,2018-11-15 17:13:20+00:00,2018-11-15 16:31:20+00:00
request for payment 177051,Payment Handled,SYSTEM,2018-11-15 17:03:20+00:00,2018-11-15 16:31:20+00:00
request for payment 183334,Payment Handled,SYSTEM,2018-11-15 17:03:20+00:00,2018-11-15 16:31:20+00:00
request for payment 182835,Payment Handled,SYSTEM,2018-11-15 17:12:20+00:00,2018-11-15 16:31:20+00:00
request for payment 172695,Payment Handled,SYSTEM,2018-11-15 17:13:20+00:00,2018-11-15 16:31:20+00:00
request for payment 183527,Payment Handled,SYSTEM,2018-11-15 17:05:20+00:00,2018-11-15 16:31:20+00:00
request for payment 182509,Payment Handled,SYSTEM,2018-11-15 17:03:20+00:00,2018-11-15 16:31:20+00:00
request for payment 183266,Payment Handled,SYSTEM,2018-11-15 17:01:20+00:00,2018-11-15 16:31:20+00:00
request for payment 177013,Payment Handled,SYSTEM,2018-11-15 17:06:20+00:00,2018-11-15 16:31:20+00:00
request for payment 183692,Payment Handled,SYSTEM,2018-11-15 17:10:20+00:00,2018-11-15 16:31:20+00:00
request for payment 172465,Payment Handled,SYSTEM,2018-11-15 17:11:20+00:00,2018-11-15 16:31:20+00:00
request for payment 181748,Payment Handled,SYSTEM,2018-11-15 17:08:20+00:00,2018-11-15 16:31:20+00:00
request for payment 183340,Payment Handled,SYSTEM,2018-11-15 17:04:20+00:00,2018-11-15 16:31:20+00:00
request for payment 183920,Payment Handled,SYSTEM,2018-11-15 17:27:20+00:00,2018-11-15 16:31:20+00:00
request for payment 175153,Payment Handled,SYSTEM,2018-11-15 17:26:20+00:00,2018-11-15 16:31:20+00:00
request for payment 183931,Payment Handled,SYSTEM,2018-11-15 17:19:20+00:00,2018-11-15 16:31:20+00:00
request for payment 173697,Payment Handled,SYSTEM,2018-11-15 17:21:20+00:00,2018-11-15 16:31:20+00:00
request for payment 173100,Payment Handled,SYSTEM,2018-11-15 17:31:20+00:00,2018-11-15 16:31:20+00:00
request for payment 173038,Payment Handled,SYSTEM,2018-11-15 17:19:20+00:00,2018-11-15 16:31:20+00:00
request for payment 172749,Payment Handled,SYSTEM,2018-11-15 17:19:20+00:00,2018-11-15 16:31:20+00:00
request for payment 172135,Payment Handled,SYSTEM,2018-11-15 17:19:20+00:00,2018-11-15 16:31:20+00:00
request for payment 172167,Payment Handled,SYSTEM,2018-11-15 17:18:20+00:00,2018-11-15 16:31:20+00:00
request for payment 182519,Payment Handled,SYSTEM,2018-11-15 17:17:20+00:00,2018-11-15 16:31:20+00:00
request for payment 183306,Payment Handled,SYSTEM,2018-11-15 17:18:20+00:00,2018-11-15 16:31:20+00:00
request for payment 175147,Payment Handled,SYSTEM,2018-11-15 17:18:20+00:00,2018-11-15 16:31:20+00:00
request for payment 172119,Payment Handled,SYSTEM,2018-11-15 17:17:20+00:00,2018-11-15 16:31:20+00:00
request for payment 172162,Payment Handled,SYSTEM,2018-11-15 17:26:20+00:00,2018-11-15 16:31:20+00:00
request for payment 175120,Payment Handled,SYSTEM,2018-11-15 17:17:20+00:00,2018-11-15 16:31:20+00:00
request for payment 183229,Payment Handled,SYSTEM,2018-11-15 17:16:20+00:00,2018-11-15 16:31:20+00:00
request for payment 182851,Payment Handled,SYSTEM,2018-11-15 17:15:20+00:00,2018-11-15 16:31:20+00:00
request for payment 182467,Payment Handled,SYSTEM,2018-11-15 17:15:20+00:00,2018-11-15 16:31:20+00:00
request for payment 177396,Payment Handled,SYSTEM,2018-11-15 17:14:20+00:00,2018-11-15 16:31:20+00:00
request for payment 172719,Payment Handled,SYSTEM,2018-11-15 17:31:20+00:00,2018-11-15 16:31:20+00:00
request for payment 182386,Payment Handled,SYSTEM,2018-11-15 17:31:20+00:00,2018-11-15 16:31:20+00:00
request for payment 172576,Payment Handled,SYSTEM,2018-11-15 17:21:20+00:00,2018-11-15 16:31:20+00:00
request for payment 182756,Payment Handled,SYSTEM,2018-11-15 17:21:20+00:00,2018-11-15 16:31:20+00:00
request for payment 183250,Payment Handled,SYSTEM,2018-11-15 17:18:20+00:00,2018-11-15 16:31:20+00:00
request for payment 177019,Payment Handled,SYSTEM,2018-11-15 17:24:20+00:00,2018-11-15 16:31:20+00:00
request for payment 181739,Payment Handled,SYSTEM,2018-11-15 17:24:20+00:00,2018-11-15 16:31:20+00:00
